-5675;-5815;4;3;;-1702;-1762;2;1
4231;4211;1;0;;-2049;-2109;1;2
4231;4211;1;0;;-3416;-3436;0;1
-1456;-1556;2;3;;517;337;5;4
4231;4211;1;0;;-3416;-3436;0;1
-4302;-4362;1;2;;-651;-751;4;1
4231;4211;1;0;;-3416;-3436;0;1
-4302;-4362;1;2;;-651;-751;4;1
-5293;-5473;3;6;;2741;2561;7;2
5379;4199;40;19;;-3047;-3927;19;25
5872;4852;37;14;;-2912;-3672;16;22
6501;5401;39;16;;-2944;-3664;15;21
-5276;-5856;11;18;;1929;1069;23;20
-5675;-5815;4;3;;-1702;-1762;2;1
6079;5019;38;15;;-2903;-3703;17;23
-5675;-5815;4;3;;-1702;-1762;2;1
-5675;-5815;4;3;;-1702;-1762;2;1
4231;4211;1;0;;-3416;-3436;0;1
7280;6140;36;21;;-2327;-3307;26;23
-5258;-5358;2;3;;642;502;4;3
4231;4211;1;0;;-2049;-2109;1;2
6567;5387;43;16;;-3266;-4306;23;29
4231;4211;1;0;;-3416;-3436;0;1
4231;4211;1;0;;-2049;-2109;1;2
4231;4211;1;0;;-3416;-3436;0;1
-5675;-5815;4;3;;-1702;-1762;2;1
6482;5422;37;16;;-3825;-4665;18;24
6553;6053;20;5;;-2249;-2549;7;8
-4302;-4362;1;2;;-1685;-1745;2;1
6366;5906;17;6;;-467;-767;7;8
4231;4211;1;0;;-3416;-3436;0;1
5299;4159;38;19;;-1802;-2702;26;19
2336;2276;2;1;;-863;-1003;5;2
6315;4975;49;18;;-2900;-3820;20;26
-2949;-3129;4;5;;2422;2242;4;5
4231;4211;1;0;;-3416;-3436;0;1
4231;4211;1;0;;-2049;-2109;1;2
-4381;-4681;4;11;;-276;-736;9;14
-6160;-6220;1;2;;-2195;-2255;2;1
4231;4211;1;0;;-3416;-3436;0;1
-5400;-5500;0;5;;-1685;-1745;2;1
4231;4211;1;0;;-3416;-3436;0;1
-4302;-4362;1;2;;-651;-751;4;1
-5358;-5578;2;9;;2741;2561;7;2
-5400;-5500;0;5;;-1685;-1745;2;1
-5675;-5815;4;3;;-1702;-1762;2;1
5664;5204;15;8;;-2382;-2842;10;13
6895;5675;43;18;;-3775;-4735;20;28
4231;4211;1;0;;-3416;-3436;0;1
-5675;-5815;4;3;;-1702;-1762;2;1
-5675;-5815;4;3;;-1702;-1762;2;1
4231;4211;1;0;;-3416;-3436;0;1
-4381;-4681;4;11;;-276;-736;9;14
4231;4211;1;0;;-3416;-3436;0;1
5428;4968;16;7;;-1786;-2446;8;25
-1456;-1556;2;3;;517;337;5;4
6795;5495;46;19;;-2726;-3606;23;21
6413;6033;14;5;;-481;-901;12;9
-5675;-5815;4;3;;-1702;-1762;2;1
6639;6139;19;6;;1321;1061;6;7
5902;5082;24;17;;-2116;-2536;13;8
4231;4211;1;0;;-3416;-3436;0;1
4231;4211;1;0;;-3416;-3436;0;1
-5358;-5578;2;9;;2741;2561;7;2
-4251;-4351;2;3;;2741;2561;7;2
4231;4211;1;0;;-3416;-3436;0;1
5988;4808;40;19;;-2944;-3664;15;21
4690;3390;43;22;;-2573;-3573;24;26
5909;3729;65;44;;-3103;-4903;46;44
7077;5737;46;21;;-3285;-4285;22;28
-2949;-3129;4;5;;2422;2242;4;5
5675;4175;47;28;;-1944;-2984;29;23
-5675;-5815;4;3;;-1702;-1762;2;1
4231;4211;1;0;;-3416;-3436;0;1
6231;5091;42;15;;-2653;-3413;17;21
4231;4211;1;0;;-3416;-3436;0;1
5238;5178;2;1;;1605;1505;2;3
-5358;-5578;2;9;;2741;2561;7;2
7007;5787;43;18;;-3483;-4403;20;26
4231;4211;1;0;;-3416;-3436;0;1
4231;4211;1;0;;-3416;-3436;0;1
4231;4211;1;0;;-3416;-3436;0;1
5914;5614;11;4;;-656;-876;6;5
4231;4211;1;0;;-3416;-3436;0;1
6519;5419;40;15;;-2852;-3732;18;26
4231;4211;1;0;;-3416;-3436;0;1
4231;4211;1;0;;-3416;-3436;0;1
-5358;-5578;2;9;;2741;2561;7;2
5514;4054;49;24;;-3042;-4202;28;30
5596;4096;51;24;;-2230;-3170;25;22
5910;4690;43;18;;-2409;-3249;20;22
-5675;-5815;4;3;;-1702;-1762;2;1
4231;4211;1;0;;-3416;-3436;0;1
5910;4690;43;18;;-2409;-3249;20;22
-5936;-6076;2;5;;651;351;9;6
-5675;-5815;4;3;;-1702;-1762;2;1
-4302;-4362;1;2;;968;788;7;2
4231;4211;1;0;;-2049;-2109;1;2
3347;3087;9;4;;-734;-1034;6;9
4231;4211;1;0;;-3416;-3436;0;1
