2;-85517.6;2134.8;113620819
3;-39753;1009.8;122623947
4;-43699.8;1079.8;130623664
5;-106398;2577.6;137444245
6;-73218.7;1916.4;135862402
7;-19947.9;527.9;141243332
8;-8610;263.1;142312809
2;-8779.3;30756.8;259.2;766.936;10
3;1875.5;686.789;3.6;1.2;13
4;1740.9;581.269;4;0;13
5;1962.4;485.642;6.8;7.16659;13
6;-19034.1;63631.8;523.9;1559.7;14
7;2097.7;137.042;4.4;1.2;14
8;-5802.5;23662.3;192;562.668;13
2;10828;607.55;235.8;24.219;16
3;11373.9;539.427;224.4;29.1897;16
4;11617.8;733.094;236.1;28.6791;20
5;11617.1;548.382;233.2;22.3866;18
6;11569.7;769.041;225.3;31.3402;19
7;11365.2;520.245;241.5;13.7495;19
8;11243.6;556.534;235.4;24.8483;19
2;9804;0;159;0;7448;0;210;0;13
3;10127.5;123.754;231.4;26.0584;7782.5;825.247;307.2;30.883;16
4;10939.5;511.569;243;10.8812;9083;1307.07;317.2;22.3105;18
5;11863.5;523.813;226.4;19.1792;8867.7;993.598;290;33.5619;23
6;11773.3;712.56;225.5;34.5579;8836.3;1427.3;297.2;45.3978;23
7;11650.6;728.754;221.8;39.711;8801.5;1627.14;292.4;49.1675;26
8;12019.2;641.698;236.6;28.6922;8472;1297.79;317.2;33.707;29
9;11394.1;687.086;242.4;14.4582;8816.2;1172.72;311.8;20.9657;31
10;11532;565.319;218.9;30.0548;8343;1119.04;283.6;32.3827;31
5;448.1;89.2171;476.1;28;81.1;135.006;1.21645e+09;2945.13;33605;-1.21642e+09;102.8;164.548;18
5;11364.2;539.4;14920.1;3555.9;207.2;39.5318;8185.9;1229.01;14410.1;6224.2;283.2;54.142;23
5;11917.9;618.157;15900.6;3982.7;239.4;26.9933;179;604;9287.8;1210.59;16509.9;7222.1;220;2200;325.6;36.4944;25
5;710.7;714.942;2318.1;1607.4;19;16.2296;11.9;71;-1344.6;4380.83;2722.6;4067.2;12.4;124;23.2;23.583;19
5;1069.8;782.131;1545.1;475.3;6.8;10.1272;4.4;24;-385;5279.64;2800.3;3185.3;5.2;52;9.9;10.435;19
5;2334.9;301.879;3160.8;825.9;15.1;20.2309;11.2;39;959.7;4535.65;3608.8;2649.1;14.2;142;20.8;27.9886;17
5;2260.9;265.067;2978.4;717.5;10.4;14.8809;8.2;22;1318.1;4511.86;3561;2242.9;8.5;85;14.8;20.1236;19
5;2427.1;321.428;3508.6;1081.5;16.6;18.1284;12.8;38;1662.5;3468.83;3905.4;2242.9;13.8;138;23.8;27.5601;21
5;2461.2;383.474;3283.9;822.7;14;18.4824;10.1;39;254;4712.78;3142.3;2888.3;13;130;19.4;26.8336;19
5;2610.4;348.47;4012.5;1402.1;23.4;20.5339;18.3;51;-4;4186.68;3556.1;3560.1;20;200;33.8;32.0681;21
5;2451.8;362.811;3841.8;1390;23.6;21.7541;16.8;68;810.7;4140.06;3862.7;3052;20.4;204;31.2;28.5685;20
5;2483.7;548.195;4101;1617.3;27.3;22.7642;21.1;62;2766.9;2732.97;4934.8;2167.9;23.1;231;35.8;33.6862;21
5;686.2;293.413;2057.9;1371.7;17.3;19.5041;11.5;58;153.5;4181.78;3355.8;3202.3;9.8;98;18.2;22.7939;20
5;2459;409.991;3638.8;1179.8;20;22.5344;15.3;47;1143.3;4423.54;3913.6;2770.3;17.7;177;26.8;30.7142;18
5;2292.7;631.993;3264.3;971.6;17.1;22.5409;12.9;42;2917.9;3067.8;4437.9;1520;15.1;151;21.8;29.7516;17
5;2385.4;483.747;2973.4;588;11.6;18.7574;9.4;22;3126.3;2645.86;4236.4;1110.1;9.7;97;15.4;28.4542;15
5;2253.1;166.149;2532.1;279;5.5;10.5;4.2;13;-715.5;4655.68;2282.8;2998.3;4.6;46;7.4;14.4513;14
5;2235.9;424.326;2590.4;354.5;7.4;13.0859;6;14;133.2;4695.05;2727;2593.8;7;70;10.8;17.1628;14
5;2343.2;321.383;3085.1;741.9;12.6;16.5904;9.8;28;239.7;4273.17;3083.4;2843.7;12;120;19.7;26.7509;14
5;917.8;641.207;2244;1326.2;15.1;17.1956;9.4;57;-732.8;4155.65;2831.9;3564.7;12.6;126;21.8;26.3127;14
5;2243.4;253.644;3278.6;1035.2;17.7;21.7166;13.1;46;796.2;4227.76;3393;2596.8;15.7;157;22;29.4618;7
5;2273.7;163.342;3224.5;950.8;15.7;20.9382;11.3;44;2177.3;3103.32;3971;1793.7;13.4;134;20.8;29.7752;6
5;2207.4;119.622;2511.6;304.2;5.8;11.4;4.9;9;269.4;4954.66;2828.5;2559.1;4.8;48;7.6;14.5272;6
5;2261;348.147;3446.3;1185.3;17.4;20.9771;11.9;55;1007.3;4320.88;3757;2749.7;14.3;143;23.6;30.6438;7
5;2312.8;290.236;3695.2;1382.4;24.3;24.0834;18.2;61;3363.8;1715.76;4926.3;1562.5;19.4;194;28.8;32.0899;7
5;2201.1;295.736;3287.3;1086.2;16.3;20.4257;12.9;34;3948.5;1164.58;4919.6;971.1;12.5;125;20.2;29.0441;7
5;2158.5;383.374;3165.8;1007.3;14.1;16.9378;10.6;35;3359.4;3288.17;4707.1;1347.7;13.6;136;19;22.3473;7
5;22610.7;295.068;36245.8;13635.1;208.9;21.7646;151.8;571;17850.4;3821.91;41715.2;23864.8;174.3;1743;272;29.4116;80
5;2228.62;269.467;3031.51;802.89;12.96;17.3268;9.63;333;1641.21;4128.93;3709.78;2068.57;11.23;1123;17.04;24.3006;6
5;2229.89;304.947;3030.04;800.15;12.98;17.9449;9.74;324;1686.35;4218.53;3732.64;2046.29;11.28;1128;16.9;24.0323;7
5;2193.6;278.18;3033.3;839.7;11.2;14.5566;8.33333;86;1973.1;4215.31;3851.23;1878.13;10.6667;320;15.4667;20.6167;6
5;2167.03;271.141;2914.17;747.14;12.42;17.5227;9.37;305;982.08;4426.12;3388.1;2406.02;10.02;1002;16.22;22.8174;7
5;2076.5;205.054;2228.3;151.8;4;5.36656;3.3;7;513.2;4427.99;2745.4;2232.2;3.2;32;6;8.09938;7
5;2194.47;200.741;2924.44;729.97;12.24;18.7158;8.92;332;;1309;2134;2134;2233.5;2799;;1964.74;3836.94;3788.99;1824.25;9.79;979;15.62;25.0179;;-6164;1717;4191;4191;5712;;7
5;2281;243.683;2573.3;292.3;7;15;5.7;13;;2134;2134.5;2235;2248;2988;;-834.6;4752.31;2266.6;3101.2;5;50;8.4;16.6805;;-5955;-5777.5;-1352.5;4191;4896;;7
5;2114.26;276.263;2792.92;678.66;12;16.3524;9.12;144;;1183;2134;2134;2140;2772;;2837.72;3096.94;4150.48;1312.76;8.98;449;14.12;22.2438;;-6787;3259.5;4191;4191;5063;;7
5;2208.6;338.075;2816.5;607.9;11.6;19.1374;9.2;24;;1422;2111;2191;2396;2842;;1237.1;3714.45;3282.7;2045.6;10.1;101;16.8;31.1024;;-4422;-4044.5;3632.5;4191;4567;;7
5;2347;555.384;3477.3;1130.3;20.5;23.976;15.8;47;;1091;2134;2259;2676;3287;;2847.8;2980;4599.9;1752.1;18.9;189;27.6;33.2602;;-5458;1907.5;4191;4191;5114;;8
5;2132.1;402.893;3024.6;892.5;14.2;18.4488;10.3;39;;1016;2134;2165.5;2248;2578;;1446.6;4422.37;3616.1;2169.5;11.6;116;18;23.883;;-6889;-4346.5;4191;4191;5499;;7
5;2211.3;212.387;3415.1;1203.8;18.8;18.3782;13.6;52;;1708;2134;2178.5;2371;2500;;2968.9;2982.58;4725.5;1756.6;17.5;175;25.6;26.0891;;-5955;3650;3938;4191;4191;;7
5;2205;145.224;3240.2;1035.2;18.7;23.0133;13.7;50;;1970;2134;2134;2291;2522;;2987.7;2518.86;4398.9;1411.2;15;150;21.8;30.6522;;-4422;2893.5;4041.5;4191;4191;;7
5;2184.3;128.76;3619.9;1435.6;20.4;15.7175;14.9;55;;2036;2078.5;2134;2318;2405;;2582.3;3087.22;4625.5;2043.2;15.2;152;24.8;20.3214;;-6436;2428.5;3733;4191;4191;;7
5;2215;104.042;2867;652;11.4;18.8478;9.4;20;;2134;2134;2178;2222;2435;;3024.3;2959.97;4348.1;1323.8;8.9;89;15.4;28.5103;;-5798;3352;4191;4191;4191;;8
1;1266.5;894.056;2502.9;1236.4;16;20.7605;9.4;66;;19;226;1448;2134;2134;;2438.8;2511.64;4497.3;2058.5;12;120;21.6;28.3238;;-4271;1282;3380.5;4191;4191;;4
2;1746.5;619.203;2174.2;427.7;6.4;8.97998;4.9;15;;482;1022.5;2134;2134;2134;;4099.3;551.287;4580;480.7;4.5;45;8;16.025;;2570;4191;4191;4191;4895;;5
3;1823;417.276;3212.1;1389.1;17.7;16.3588;13.1;46;;1159;1338;1871.5;2134;2574;;4347.7;965.325;5312.7;965;17.5;175;24.4;20.9533;;2781;3148.5;4642;5135;5348;;5
4;2278.1;352.145;2571.8;293.7;7.2;15.6;5.9;13;;2134;2134;2134.5;2222;3323;;128;4839.18;2791.8;2663.8;5.8;58;9.2;19.2291;;-5955;-5876.5;3841;4191;4191;;5
5;2315.3;230.642;2901.4;586.1;11.1;18.5065;8.9;22;;2134;2134;2178;2478;2842;;2093.2;3948.58;3842.2;1749;9;90;14;26.1992;;-6178;-1301.5;4191;4191;4567;;6
6;2207;132.991;2702.9;495.9;7.6;13.7928;5.6;20;;2018;2134;2134.5;2318;2439;;2227.7;3328.32;3690.3;1462.6;7.2;72;11;20.401;;-5955;30.5;3913;4191;5556;;6
7;2312.9;274.414;2853.5;540.6;9.7;16.1;7.6;21;;2134;2134;2199;2248;2922;;1279.7;3874.09;3287.8;2008.1;8.3;83;13.4;21.855;;-5798;-3865.5;3439;4191;4222;;6
8;2248.8;269.553;3022.2;773.4;10.8;13.6;8.2;26;;1634;2134;2249;2439;2712;;1157.9;4069.89;3343.6;2185.7;8.7;87;13.8;17.6963;;-5297;-3939.5;4191;4262;4919;;7
9;2334;201.143;2863.3;529.3;10.1;16.8668;7.5;26;;2134;2134;2259;2478;2782;;1100.6;4523.08;3295.6;2195;7.8;78;12.2;19.9289;;-6229;-5557;4191;4191;4353;;7
10;2260.4;152.411;2880.8;620.4;10.8;17.6907;7.7;31;;2134;2134;2199;2387;2595;;1436.8;3725.85;3442.8;2006;9.6;96;14.6;25.831;;-5955;-3039;3492;4191;4191;;7
1;1722.4;628.729;2104.9;382.5;7.4;8.24864;5.3;21;;762;762;2134;2134;2134;;3704.7;742.836;4548.6;843.9;6.3;63;11.4;17.4138;;2570;2570;4191;4191;4191;;4
2;1804.4;659.78;2243.2;438.8;7.1;15.9778;5.1;20;;19;1486.5;2134;2134;2248;;1453.7;3784.32;3193.5;1739.8;4.5;45;8;20.7654;;-5600;-3385.5;4191;4191;4191;;4
3;1981.5;314.006;2643.2;661.7;12;16.3218;8.8;32;;1323;1724.5;2134;2134;2248;;3003.4;2511.26;4111;1107.6;10.2;102;15;23.1905;;-4422;3186;3925;4191;4191;;5
4;1849.1;423.969;2563.1;714;9.1;14.3;6.7;24;;1167;1234.5;2134;2134;2222;;4107.4;963.6;4713.2;605.8;8.3;83;12.6;18.9114;;2476;3195.5;4191;4191;5760;;5
5;2183.1;184.72;2882.7;699.6;10.7;16.7335;8.4;23;;1982;2085.5;2134;2197;2696;;2171.6;3880.78;3907.6;1736;8.9;89;14;22.3607;;-5955;-1564.5;4191;4191;5653;;6
6;2311;441.261;3495.6;1184.6;18.7;20.7752;13.7;50;;1215;2134;2381.5;2478;3059;;582.7;4723.79;3651.8;3069.1;15.3;153;25.2;28.0314;;-6559;-6203.5;2908.5;4191;5351;;7
7;2132.1;282.702;3066.6;934.5;15.1;20.2309;11.5;36;;1632;1901;2134.5;2296;2645;;1693.1;4035.93;3938.5;2245.4;11;110;18;26.803;;-6216;-2243.5;4191;4191;4789;;6
8;2285.1;370.07;3296.4;1011.3;15.6;18.413;11.2;44;;1802;2037.5;2178.5;2296;3016;;256.2;5096.84;3482;3225.8;15.8;158;24.2;23.0209;;-6280;-5960.5;3883;4270;5095;;7
