2;-62301.7;1576.8;165802197
12;-51994.2;1280.3;132647859
22;-44411;1115.9;140476391
32;-14628;386.8;148898561
42;1768.5;5.6;154286530
42;-3514.3;129.2;125185542
52;-18379.5;502.3;128602781
62;2012.4;4.8;138320216
72;1825.2;4;148676922
82;1714.5;9.2;144279021
92;1795.4;9.6;148932384
42;1824.1;667.077;3.6;1.2;14
52;2145.3;179.321;4;0;15
62;2032.8;131.062;4;0;14
72;2009.3;319.596;4.4;1.2;16
82;2061.4;140.111;4;0;15
92;2061.4;140.111;4;0;16
0.1;1410.2;1110.55;4;3.09839;11
0.2;1824.3;839.396;6.4;7.2;12
0.3;2175.8;167.445;4.8;1.6;14
0.4;2110;581.709;4.4;1.2;13
0.5;2157.7;286.562;5.6;1.95959;14
0.6;2062.6;123.537;4;0;14
0.7;2073.5;131.416;4;0;12
0.8;2181.9;247.726;4.4;1.2;11
0.9;1537.7;696.706;4.4;1.2;11
1;1887.4;981.213;5.6;4.8;13
0.1;988.7;1076.19;3.2;1.6;10
0.2;1628.7;733.411;4.8;1.6;16
0.3;1990.3;706.662;5.6;3.66606;11
0.4;1672.2;761.281;6;2.68328;11
0.5;1833.2;818.634;5.6;1.95959;11
0.6;2031.2;870.826;5.2;1.83303;13
0.7;1955.4;777.195;5.2;1.83303;12
0.8;2235.1;535.752;4;0;14
0.9;1401.2;1089.13;6.4;3.66606;16
1;1171.3;1189.93;7.2;3.91918;12
0.1;-22739.9;63583.2;531.4;1467.05;12
0.1;-20305.3;65059.3;522.7;1560.1;10
0.2;2052;129.454;4;0;12
0.3;1887.4;576.13;4;0;11
0.4;2182.8;206.43;4;0;11
0.5;1590.8;1062.88;8.8;8.54166;14
0.1;-112857;50743.3;2909.1;1316.57;0
0.2;-49584.7;83115.4;1204.5;2028.89;0
0.3;-115523;82608.9;2906.4;2083.7;0
0.4;-85939.7;75221.4;2089.1;1862.71;0
0.5;-79091.1;81129.9;1987.5;1956.15;0
0.1;2241.5;309.93;5.6;2.6533;11
0.1;11380.5;405.153;236.3;27.1148;15
0.2;11404.3;658.351;221.6;41.2315;14
0.3;10906.2;695.57;219.6;37.7259;14
0.4;11605.6;639.542;252;22.2755;14
0.5;11841.8;704.228;237.5;23.3206;16
0.01;9965.3;198.975;201.6;39.8803;6
0.02;10784.9;440.649;224.2;25.9569;7
0.03;11196.2;269.022;228.4;14.1718;7
0.04;11136.1;421.197;241.2;24.0075;7
0.05;11181.1;360.178;243.3;14.9402;8
0.06;10978.2;682.704;229.1;28.1512;8
0.07;11160.2;415.146;211;39.6182;8
0.08;11282.3;615.994;225.4;34.8574;8
0.09;11400.6;286.771;232;15.4661;10
0.1;11549.7;587.196;225.8;30.4132;9
0.01;10010.4;137.793;223.8;30.9994;13
0.11;11648.7;552.7;230;28.0071;18
0.21;11826.1;607.476;230.4;30.8422;20
0.31;11801.3;721.989;220.3;33.2507;20
0.41;11861.7;873.41;237.3;25.7218;19
0.01;10069.2;212.288;206.6;36.2855;7842;829.777;271.2;48.0433;12
0.11;11421.3;704.917;236.6;23.8294;9285.3;1370.14;315.4;33.2512;19
0.21;11509.3;558.786;224.7;28.341;8866.6;1350.31;299.2;40.3009;21
0.31;12312.4;474.922;241.1;17.4037;9562;1069.81;334.4;31.4808;21
0.41;11833.5;833.801;225.5;30.9621;9119.6;1437.49;305.2;41.4459;22
