15.1.2016_1.2.2016;;;;;1.2.2016_15.2.2016;;;;;15.2.2016_1.3.2016;;;;;1.3.2016_15.3.2016
2166;2106;3;0;;-4231;-4251;0;1;;3416;3396;1;0;;-2181;-2201;0;1;;
4693;4153;21;6;;3974;3614;13;5;;-2840;-3220;7;12;;3484;3064;14;7;;
4653;4393;10;3;;5229;5129;3;2;;-2620;-2960;9;8;;-324;-664;7;10;;
4498;4158;13;4;;5311;5251;2;1;;-864;-1124;6;7;;317;57;7;6;;
5858;3918;63;34;;-490;-2190;56;29;;3500;1820;54;30;;2630;770;63;30;;
2415;2195;8;3;;6028;5808;9;2;;-809;-1029;2;9;;4501;4161;13;4;;
4387;4047;15;2;;3832;3672;5;3;;-3030;-3290;2;11;;3756;3536;8;3;;
4686;4226;19;4;;3655;3215;13;9;;-2852;-3232;6;13;;3649;3309;11;6;;
2166;2106;3;0;;-2069;-2129;1;2;;-2378;-2518;3;4;;-261;-361;2;3;;
4735;4195;21;6;;3850;3450;13;7;;-2840;-3220;7;12;;3456;2956;16;9;;
4506;4086;18;3;;4125;3805;10;6;;-3073;-3453;5;14;;3475;3215;8;5;;
4661;4201;19;4;;3883;3643;8;4;;-2823;-3163;6;11;;3537;3077;15;8;;
1817;1717;4;1;;1099;999;2;3;;1576;1516;1;2;;2171;2111;1;2;;
4118;3858;9;4;;6058;5998;3;0;;-847;-1107;6;7;;427;247;4;5;;
4633;4013;21;10;;4352;3832;16;10;;-3197;-3657;4;19;;3120;2420;20;15;;
4319;4099;10;1;;3659;3439;9;2;;-468;-648;3;6;;930;750;4;5;;
4112;3652;18;5;;6448;6028;13;8;;-904;-1244;5;12;;2073;1693;8;11;;
4173;3953;8;3;;-4231;-4251;0;1;;-844;-1064;5;6;;274;94;4;5;;
1805;1705;4;1;;5401;5141;8;5;;1603;1503;1;4;;-477;-617;4;3;;
2226;2046;7;2;;3733;3353;9;10;;-608;-908;4;11;;2397;2097;10;5;;
