1;-2563.6;7518;9
2;7211.68;7518;3
3;7288.26;7518;3
4;7326.55;7518;3
5;7288.26;7518;3
6;7249.97;7518;3
7;7479.71;7518;3
8;7326.55;7518;3
9;7364.84;7518;3
10;7403.13;7518;3
11;7364.84;7518;3
12;7479.71;7518;3
13;7364.84;7518;3
14;7441.42;7518;3
15;7441.42;7518;3
16;7518;7518;3
17;7479.71;7518;3
18;7479.71;7518;3
19;7364.84;7518;3
20;7403.13;7518;3
21;7518;7518;3
22;7479.71;7518;3
23;7479.71;7518;3
24;7441.42;7518;3
25;7518;7518;3
26;7479.71;7518;3
27;7441.42;7518;3
28;7479.71;7518;3
29;7479.71;7518;3
30;7326.55;7518;3
31;7518;7518;3
32;7518;7518;3
33;7518;7518;3
34;7518;7518;3
35;7518;7518;3
36;7441.42;7518;3
37;7518;7518;3
38;7518;7518;3
39;7518;7518;3
40;7518;7518;3
41;7518;7518;3
42;7518;7518;3
43;7518;7518;3
44;7518;7518;3
45;7518;7518;3
46;7518;7518;3
47;7518;7518;3
48;7518;7518;3
49;7518;7518;3
50;7518;7518;3
51;7518;7518;3
52;7518;7518;3
53;7479.71;7518;3
54;7479.71;7518;3
55;7518;7518;3
56;7518;7518;3
57;7479.71;7518;3
58;7479.71;7518;3
59;7518;7518;3
60;7518;7518;3
61;7518;7518;3
62;7518;7518;3
63;7518;7518;3
64;7518;7518;3
65;7518;7518;3
66;7518;7518;3
67;7518;7518;3
68;7518;7518;3
69;7518;7518;3
70;7518;7518;3
71;7479.71;7518;3
72;7518;7518;3
73;7518;7518;3
74;7518;7518;3
75;7518;7518;3
76;7518;7518;3
77;7518;7518;3
78;7518;7518;3
79;7518;7518;3
80;7518;7518;3
81;7518;7518;3
82;7518;7518;3
83;7518;7518;3
84;7518;7518;3
85;7518;7518;3
86;7518;7518;3
87;7518;7518;3
88;7518;7518;3
89;7518;7518;3
90;7518;7518;3
91;7518;7518;3
92;7518;7518;3
93;7518;7518;3
94;7518;7518;3
95;7518;7518;3
96;7518;7518;3
97;7518;7518;3
98;7518;7518;3
99;7518;7518;3
100;7518;7518;3
101;7518;7518;3

1;-2195.86;8827;8
2;8581.86;8827;15
3;8403.25;8827;14
4;8641.16;8827;14
5;8561.99;8827;14
6;8435.47;8827;14
7;8660.31;8827;14
8;8567.97;8827;14
9;8606.83;8827;14
10;8484.27;8827;13
11;8614.05;8827;13
12;8606.83;8827;13
13;8694.5;8827;13
14;8685.99;8827;13
15;8421.24;8827;13
16;8394.3;8827;13
17;8536.06;8827;12
18;8606.83;8827;12
19;8469.97;8827;13
20;8705.45;8827;13
21;8739.33;8827;13
22;8737.33;8827;13
23;8602.02;8827;12
24;8660.61;8827;13
25;8653.36;8827;13
26;8605.83;8827;14
27;8407.51;8827;14
28;8648.66;8827;14
29;8783.17;8827;14
30;8508.26;8827;14
31;8633.91;8827;14
32;8560.99;8827;14
33;8570.51;8827;13
34;8347.53;8827;12
35;8491.64;8827;12
36;8639.49;8827;12
37;8569.27;8827;11
38;8615.48;8827;11
39;8737.33;8827;11
40;8531.4;8827;11
41;8654.78;8827;11
42;8694.5;8827;11
43;8662.61;8827;11
44;8739.33;8827;12
45;8722.32;8827;12
46;8725.18;8827;12
47;8571.69;8827;11
48;8531.78;8827;12
49;8653.11;8827;12
50;8646.99;8827;13
51;8541.1;8827;12
52;8694.5;8827;12
53;8738.33;8827;12
54;8783.17;8827;12
55;8722.32;8827;12
56;8695.5;8827;13
57;8650.66;8827;13
58;8646.99;8827;13
59;8646.99;8827;13
60;8658.31;8827;13
61;8647.66;8827;13
62;8738.33;8827;12
63;8738.33;8827;12
64;8783.17;8827;11
65;8684.99;8827;10
66;8711.67;8827;10
67;8694.5;8827;11
68;8561.99;8827;12
69;8660.31;8827;12
70;8694.5;8827;12
71;8693.5;8827;11
72;8621.42;8827;11
73;8705.45;8827;11
74;8693.5;8827;11
75;8688.25;8827;11
76;8648.66;8827;10
77;8657.23;8827;10
78;8680;8827;10
79;8704.45;8827;10
80;8429.95;8827;11
81;8687.25;8827;12
82;8728.83;8827;11
83;8591.24;8827;11
84;8630.24;8827;11
85;8704.45;8827;11
86;8574.26;8827;11
87;8718.24;8827;11
88;8547.82;8827;11
89;8469.97;8827;11
90;8403.07;8827;12
91;8525.81;8827;11
92;8782.17;8827;11
93;8732.08;8827;10
94;8738.33;8827;10
95;8732.08;8827;10
96;8622.05;8827;9
97;8734.66;8827;9
98;8783.17;8827;8
99;8827;8827;8
100;8738.33;8827;8
101;8592.33;8827;8

1;-2826.03;5290;9
2;5158.56;7518;3
3;7518;7518;3
4;7518;7518;3
5;7518;7518;3
6;7518;7518;3
7;7518;7518;3
8;7518;7518;3
9;7518;7518;3
10;7518;7518;3
11;7518;7518;3
12;7518;7518;3
13;7518;7518;3
14;7518;7518;3
15;7518;7518;3
16;7518;7518;3
17;7518;7518;3
18;7518;7518;3
19;7518;7518;3
20;7518;7518;3
21;7518;7518;3
22;7518;7518;3
23;7518;7518;3
24;7518;7518;3
25;7518;7518;3
26;7518;7518;3
27;7518;7518;3
28;7518;7518;3
29;7518;7518;3
30;7518;7518;3
31;7518;7518;3
32;7518;7518;3
33;7518;7518;3
34;7518;7518;3
35;7518;7518;3
36;7518;7518;3
37;7518;7518;3
38;7518;7518;3
39;7518;7518;3
40;7518;7518;3
41;7518;7518;3
42;7518;7518;3
43;7518;7518;3
44;7518;7518;3
45;7518;7518;3
46;7518;7518;3
47;7518;7518;3
48;7518;7518;3
49;7518;7518;3
50;7518;7518;3
51;7518;7518;3
52;7518;7518;3
53;7518;7518;3
54;7518;7518;3
55;7518;7518;3
56;7518;7518;3
57;7518;7518;3
58;7518;7518;3
59;7518;7518;3
60;7518;7518;3
61;7518;7518;3
62;7518;7518;3
63;7518;7518;3
64;7518;7518;3
65;7518;7518;3
66;7518;7518;3
67;7518;7518;3
68;7518;7518;3
69;7518;7518;3
70;7518;7518;3
71;7518;7518;3
72;7518;7518;3
73;7518;7518;3
74;7518;7518;3
75;7518;7518;3
76;7518;7518;3
77;7518;7518;3
78;7518;7518;3
79;7518;7518;3
80;7518;7518;3
81;7518;7518;3
82;7518;7518;3
83;7518;7518;3
84;7518;7518;3
85;7518;7518;3
86;7518;7518;3
87;7518;7518;3
88;7518;7518;3
89;7518;7518;3
90;7518;7518;3
91;7518;7518;3
92;7518;7518;3
93;7518;7518;3
94;7518;7518;3
95;7518;7518;3
96;7518;7518;3
97;7518;7518;3
98;7518;7518;3
99;7518;7518;3
100;7518;7518;3
101;7518;7518;3

1;-2084.28;5181;8
2;5177.57;7518;9
3;7443.42;7518;3
4;7518;7518;3
5;7480.71;7518;3
6;7518;7518;3
7;7406.13;7518;3
8;7451.24;7518;3
9;7518;7518;3
10;7480.71;7518;3
11;7518;7518;3
12;7518;7518;3
13;7480.71;7518;3
14;7443.42;7518;3
15;7480.71;7518;3
16;7518;7518;3
17;7518;7518;3
18;7518;7518;3
19;7518;7518;3
20;7518;7518;3
21;7488.53;7518;3
22;7518;7518;3
23;7518;7518;3
24;7518;7518;3
25;7518;7518;3
26;7518;7518;3
27;7518;7518;3
28;7518;7518;3
29;7518;7518;3
30;7480.71;7518;3
31;7480.71;7518;3
32;7518;7518;3
33;7518;7518;3
34;7518;7518;3
35;7518;7518;3
36;7518;7518;3
37;7518;7518;3
38;7443.42;7518;3
39;7488.53;7518;3
40;7518;7518;3
41;7518;7518;3
42;7518;7518;3
43;7518;7518;3
44;7518;7518;3
45;7518;7518;3
46;7518;7518;3
