1;-2431.87;8827;8
2;6178.85;8827;6
3;6483.54;8827;7
4;6382.43;9128;6
5;6341.94;9294;9
6;6216.76;10080;8

1;-2063.34;8827;9
2;6001.15;9804;9
3;4798.89;9804;11
4;4748.9;9804;11
5;5673.98;10189;10
6;5155.48;10451;11

1;-2163.18;6646;9
2;2627.07;7428;8
3;3678.58;7451;7
4;4370.86;7451;7
5;3956.48;8827;7
6;5871.6;8827;8

1;-1662.75;8827;8
2;7436.48;8827;3
3;7542.7;8827;3
4;6801.17;8827;3
5;7224.18;8827;4
6;6621.34;8914;4

1;-2251.8;7019;9
2;5783.65;7019;3
3;5511.57;7395;3
4;4435.84;7965;6
5;4766.65;7970;6
6;3436.53;8087;9

1;-2744.49;6986;8
2;4057.52;7301;11
3;3599.55;7334;14
4;3454.82;7708;12
5;4102.11;7708;8
6;3694.2;7708;8

1;-2247.28;8183;8
2;5633.82;8871;5
3;6136.15;8993;5
4;6358.89;8993;5
5;6229.65;8993;5
6;6214.87;9067;5

1;-2778.64;7019;9
2;2931.99;7139;7
3;5235.7;8827;6
4;7579.77;8853;3
5;5372.73;9623;8
6;6489.1;10083;6

1;-2442.25;3618;9
2;2160.11;5224;8
3;3481.11;5917;5
4;4649.09;7506;5
5;6624.51;8827;3
6;7578.36;8827;4

