1;-23204.6;2059
2;-17823.2;3333
3;-25413.3;3333
4;-24316.5;3333
5;-21513.7;3333
6;-16090;3333
7;-16788.2;3333
8;-15928.1;3333
9;-13492.1;3333
10;-15323.6;3333
11;-11075.5;3333
12;-17970.5;3333
13;-12359;3333
14;-19753.9;3333
15;-20137.9;3333
16;-15696;3333
17;-17871.2;3333
18;-19274.5;3333
19;-14465;3333
20;-10278.7;3510
21;-16801.3;3414
22;-15605.2;3414
23;-11810.3;3847
24;-6900.51;3847
25;-14434.5;3847
26;-8819.21;3798
27;-16661;3798
28;-15241.5;3829
29;-15531.3;3829
30;-11667.2;3829
31;-15040.2;3829
32;-9690.9;3829
33;-9060.47;3829
34;-5656.79;3829
35;-5879.04;3829
36;-8281.13;3829
37;-7323.42;4737
38;-5489.96;4737
39;-9050.75;4737
40;-10611.5;4737
41;-7545.21;7148
42;-11710.7;7148
43;-14110.7;7148
44;-13130.8;7148
45;-14004.3;7148
46;-19852.2;7148
47;-13396.3;7148
48;-13798;7148
49;-17992.4;7148
50;-20982.3;7148
51;-12036.8;7148
1;-23794.1;731
2;-18157.5;731
3;-20213.4;731
4;-13702.7;731
5;-6373.84;731
6;-7114.39;731
7;-10908.1;731
8;-9473.88;731
9;-9314.55;731
10;-2896.69;731
11;-4006.12;731
12;-5129.28;731
13;-5196.99;731
14;-7685.92;731
15;-7182.43;731
16;-6971.24;731
17;-3877.61;731
18;-4478.97;731
19;-3769.42;731
20;-4511.11;731
21;-6227.52;731
22;-6657;731
23;-4302.75;731
24;-6680.67;731
25;-1262.11;731
26;-5197.5;731
27;-5950.59;731
28;-2589.13;731
29;-6628.97;731
30;-3478.12;731
31;-8762.02;1832
32;-8875.04;1832
33;-10760.9;1832
34;-4756.38;1832
35;-6614.53;1832
36;-10076.8;1832
37;-5966.03;1832
38;-9746;1832
39;-9931.02;6677
40;-13647.2;6677
41;-14077.6;8374
42;-5929.67;9252
43;-10542.2;9939
44;-6312.97;9939
45;-8403.74;9939
