0;-2239.8;7518;9.15;3.89
1;3331.91;7554;10.25;4.33
2;4829.78;7554;11.72;4.935
3;4153.23;7937;8.98;4.72
4;5191.64;8127;8.99;4.415
5;5412.8;8127;6.94;3.71
6;5373.58;8127;7.5;4.055
7;5968.83;8385;7.18;3.93
8;5683.94;8385;7.13;3.95
9;5655.46;8385;7.3;4
10;5738.19;8385;7.66;4.16
11;5742.74;8385;7.68;4.1
12;5301.44;8483;7.67;4.045
13;5792.86;8483;8.56;4.215
14;5716.59;8483;9.55;4.27
15;5631.11;8483;9.28;4.17
16;6138.81;8483;9.22;4.15
17;5181.3;8576;9.24;4.135
18;5718.86;8576;9.79;4.335
19;5652.24;8576;11.27;4.955
20;5928.65;8576;11.07;4.875
21;5594.06;8576;11.53;4.905
22;5789.83;8576;11.48;4.955
23;4994.56;8657;11.46;4.94
24;6226.05;9662;10.47;4.66
25;5693.24;10319;10.63;4.145
26;4865.73;10319;13.74;4.55
27;4620.66;10619;16.42;5.07
28;4522.4;10619;16.84;5.18
29;4974.45;10619;15.58;5.055
30;5172.82;10619;15.9;5.075
31;5298.59;10619;15.44;5.065
32;4868.56;10619;15.35;5.04
33;5260.98;10619;15.94;5.14
34;5135.23;10619;15.47;5.135
35;5285.8;10619;15.92;5.185
36;5845.96;10619;15.69;5.185
37;4775.19;10619;16.38;5.19
38;5000.27;10619;15.53;5.1
39;5211.73;10619;15.68;5.075
40;5141.52;10619;15.31;5.085
41;5836.13;10619;15.91;5.16
42;4985.13;10619;15.44;5.17
43;5506.29;10619;15.45;5.115
44;4862.68;10619;15.81;5.125
45;5263.72;10619;16.04;5.275
46;5436.81;10654;15.73;5.17
47;5248.92;10654;15.48;5.095
48;5990.53;10654;16.17;5.135
49;4908.1;10654;16.44;5.155
50;5519.31;10654;16.71;5.24
51;5150.5;10654;16.25;5.12
52;4935.98;10654;16.67;5.25
53;4951.56;10654;16.52;5.19
54;5322.91;10654;17.03;5.2
55;4648.35;10654;17.27;5.285
56;5633.53;10654;16.85;5.165
57;4794.53;10654;16.67;5.2
58;4751.19;10654;16.59;5.13
59;4923.94;10654;16.58;5.205
60;5615.19;10654;16.76;5.145
61;4869.83;10654;17;5.265
62;5369.19;10654;17.1;5.245
63;4747.05;10654;16.74;5.165
64;5034.93;10654;16.9;5.18
65;5034.2;10654;16.91;5.195
66;4821.67;10654;17.25;5.265
67;4788.64;10654;17.82;5.32
68;5354.35;10654;17.21;5.165
69;4756.96;10846;17.1;5.24
70;5341.56;10846;18.82;5.39
71;4987.13;10846;19.43;5.395
72;4400.08;10846;20.01;5.47
73;4982.7;10846;20.09;5.475
74;4471.63;10846;19.4;5.41
75;4413.79;10846;19.24;5.43
76;5308.66;10846;19.79;5.435
77;4646.65;10846;19.39;5.485
78;5098.78;10846;18.19;5.315
79;5220.58;10846;18.3;5.33
80;5053.76;10846;18.82;5.485
81;4946.37;10846;17.4;5.3
82;4560.88;10846;17.85;5.395
83;5433.83;10846;17.22;5.31
84;5069.7;10846;17.44;5.315
85;5414.09;10846;17.29;5.265
86;5072.22;10846;17.31;5.3
87;4555.8;10846;17.63;5.425
88;4825.77;10846;17.16;5.335
89;4637.49;10846;16.56;5.275
90;5421.36;10846;16.42;5.25
91;4850.66;10846;16.28;5.285
92;5130.61;10869;15.83;5.175
93;5214.51;10869;17.06;5.26
94;5459.2;10869;17.86;5.37
95;5090.38;10869;19.03;5.425
96;5440.01;10869;17.63;5.31
97;5588.1;10869;17.88;5.36
98;5579.33;10869;18.04;5.37
99;6397.79;10869;18.45;5.35
100;5895.38;10869;18.45;5.245
101;5370.41;10869;17.38;5.325
102;5711.88;10869;18.03;5.305
103;5377.77;10869;17.87;5.305
104;5533.26;10869;18.43;5.43
105;6486.93;10869;18.36;5.335
106;5433.77;10869;17.82;5.28
107;5473.2;10869;17.85;5.29
108;5895.64;10869;17.73;5.265
109;5318.9;10869;18.03;5.27
110;5667.72;10869;17.7;5.285
111;5571.01;10869;18.37;5.355
112;5822.89;10869;17.39;5.265
113;5560.38;10869;17.68;5.32
114;5892.15;10869;17.44;5.265
115;5987.98;10869;18.34;5.41
116;4891.41;10869;17.5;5.27
117;6092.15;10869;18.17;5.35
118;5724.59;10869;16.84;5.22
119;5853.54;10869;17.22;5.3
120;5639.7;10869;17.02;5.29
