15.1.2016_1.2.2016;;;;;1.2.2016_15.2.2016;;;;;15.2.2016_1.3.2016;;;;;1.3.2016_15.3.2016
4087;3907;6;3;;-4231;-4251;0;1;;-892;-1072;4;5;;436;296;3;4;;
4106;3806;13;2;;3951;3711;5;7;;-3399;-3819;5;16;;3608;3348;8;5;;
4506;4086;18;3;;4125;3805;10;6;;-3073;-3453;5;14;;3475;3215;8;5;;
6109;4369;58;29;;-304;-1944;52;30;;2945;1345;49;31;;2123;623;52;23;;
3825;3645;7;2;;-4231;-4251;0;1;;681;581;1;4;;2312;2212;3;2;;
4173;3953;8;3;;-4231;-4251;0;1;;-844;-1064;5;6;;274;94;4;5;;
4575;4075;18;7;;3798;3398;11;9;;-3250;-3630;4;15;;3263;2683;18;11;;
4711;4131;22;7;;4587;4147;13;9;;-2970;-3390;5;16;;3526;2906;18;13;;
4857;4357;21;4;;4155;3915;9;3;;-2990;-3370;5;14;;3591;3131;15;8;;
4333;4113;10;1;;5616;5436;5;4;;118;-182;8;7;;-420;-800;8;11;;
4285;3865;15;6;;6655;6315;10;7;;-1668;-2168;10;15;;2330;1950;10;9;;
4551;4091;18;5;;3769;3529;8;4;;-2949;-3249;2;13;;3358;2938;13;8;;
