1.1.2016_15.1.2016;;;;;15.1.2016_1.2.2016;;;;;1.2.2016_15.2.2016;;;;;15.2.2016_1.3.2016
2254;2194;3;0;;-286;-306;0;1;;4231;4211;1;0;;-3416;-3436;0;1;;
3638;2978;23;10;;2206;1026;36;23;;4695;3555;35;22;;-4458;-5458;22;28;;
4506;3346;44;14;;767;-653;43;28;;5398;3618;52;37;;-3703;-4983;29;35;;
2255;2195;2;1;;39;-61;3;2;;-5675;-5815;4;3;;-3416;-3436;0;1;;
2376;2116;11;2;;-727;-907;4;5;;-4982;-5162;4;5;;1955;1535;10;11;;
2138;2078;3;0;;-722;-782;0;3;;-1244;-1344;2;3;;-863;-1003;5;2;;
2433;2213;8;3;;-1094;-1234;1;6;;6182;5642;18;9;;1611;1431;6;3;;
2438;2378;3;0;;98;-42;3;4;;1917;1817;2;3;;2618;2358;9;4;;
2254;2194;3;0;;-286;-306;0;1;;4231;4211;1;0;;-3416;-3436;0;1;;
3009;2629;15;4;;-41;-661;14;17;;-3247;-3747;13;12;;1206;626;12;17;;
1359;1259;5;0;;-272;-372;3;2;;5238;5178;2;1;;1605;1505;2;3;;
2090;1830;11;2;;2361;1981;13;6;;4333;4033;10;5;;-657;-877;5;6;;
2482;2382;5;0;;105;-35;5;2;;-5289;-5349;1;2;;787;687;3;2;;
2342;2282;3;0;;-805;-1065;5;8;;-5293;-5473;3;6;;2741;2561;7;2;;
2598;2538;3;0;;-888;-1068;4;5;;-5949;-6089;1;6;;688;428;8;5;;
4482;3662;33;8;;414;-446;29;14;;7007;5787;43;18;;-3483;-4403;20;26;;
4926;3806;37;19;;1526;66;44;29;;4281;2781;47;28;;-2530;-3570;27;25;;
1479;1339;6;1;;1354;1254;4;1;;5960;5860;5;0;;-461;-521;1;2;;
4017;3157;29;14;;1077;97;32;17;;6384;5044;45;22;;-2987;-3707;14;22;;
2254;2194;3;0;;-286;-306;0;1;;4231;4211;1;0;;-3416;-3436;0;1;;
