0.001;4775;65
0.001;60;0
0.001;2059;18
0.001;731;0
0.001;60;0
0.001;662;0
0.001;1203;8
0.001;731;0
0.001;64;0
0.001;528;0
0.001;731;0
0.001;60;0
0.001;60;0
0.001;731;0
0.001;60;0
0.001;311;0
0.001;60;0
0.001;177;0
0.001;528;0
0.001;60;0
0.001;1411.1;1411.1
0.031;-34359.8;-34359.8
0.061;1489.7;1489.7
0.091;-10682.2;-10682.2
0.121;-5634.9;-5634.9
0.151;-19324.1;-19324.1
0.181;-10306.9;-10306.9
0.211;-20443;-20443
0.241;-7068;-7068
0.271;-10428.2;-10428.2
0.001;1381.3;3.2
0.031;3650.4;41.1
0.061;3481.1;23.9
0.091;6833.7;111.1
0.121;5094.7;72.4
0.151;3072.5;25.7
0.181;2651;13.8
0.211;1631.2;3.8
0.241;1822.3;25.8
0.271;1775.6;24.5
0.001;4792.1;72.6
0.051;4869.5;63.5
0.101;4952.2;69.8
0.151;4744.7;74.4
0.201;5071.2;51.8
0.251;4483.5;59.8
0.301;4113.4;53.2
0.351;4334.8;61.4
0.401;4203.5;35.8
0.451;3134.7;26
2;816.5;0.8
3;2931.9;41.6
4;5594.3;67.9
5;4416;30
6;6285.7;71.2
7;5829.3;65.2
8;4773;50.6
9;5039.4;37
10;7902.9;96.6
11;5269.4;37.8
12;4537.6;41
13;7256.9;79.7
14;5831.4;70.7
15;4584.8;22.6
10;632.9;4
60;4137.7;35.4
110;6142.7;112.9
160;4928;39.7
210;7295.2;71.1
260;5460.5;51.2
310;5836.1;49.2
360;7698.3;104.7
410;6042.5;75.3
460;8379.6;109.8
510;7363.2;71.8
560;8534.6;95
10;2252;22.2
30;5080.4;70.8
50;5156.9;41.8
70;7378.1;93.3
90;7346.6;106.4
90;7846.5;85.3
110;9021.8;111.3
130;6626.6;55.6
150;6673.8;63.3
170;8821.8;109.8
190;9282.1;114.6
