15.02.2016 00:00:00.000;1.12396;1.12416;1.12318;1.1232;2840359970
15.02.2016 00:10:00.000;1.1232;1.12326;1.12237;1.12261;1682549957
15.02.2016 00:20:00.000;1.12261;1.12279;1.12254;1.12255;910419998.2
15.02.2016 00:30:00.000;1.12254;1.12272;1.12209;1.1221;1015059986
15.02.2016 00:40:00.000;1.1221;1.12226;1.12156;1.12188;864509998.3
15.02.2016 00:50:00.000;1.12189;1.12244;1.12188;1.12232;682830003.7
15.02.2016 01:00:00.000;1.12232;1.12264;1.12176;1.12245;1516069977
15.02.2016 01:10:00.000;1.12246;1.12302;1.12231;1.12294;1504970009
15.02.2016 01:20:00.000;1.12294;1.12342;1.12291;1.12312;2024959984
15.02.2016 01:30:00.000;1.12313;1.12321;1.12256;1.12256;1342090012
15.02.2016 01:40:00.000;1.12257;1.12297;1.12235;1.12287;1542849976
15.02.2016 01:50:00.000;1.12287;1.12347;1.12281;1.12337;2101979996
15.02.2016 02:00:00.000;1.12336;1.12387;1.1231;1.12363;2023470001
15.02.2016 02:10:00.000;1.12362;1.12369;1.12314;1.12328;1725690033
15.02.2016 02:20:00.000;1.12328;1.12385;1.12295;1.1236;1984120010
15.02.2016 02:30:00.000;1.1236;1.12389;1.1225;1.12267;2188780045
15.02.2016 02:40:00.000;1.12269;1.12301;1.12252;1.12286;2055790009
15.02.2016 02:50:00.000;1.12287;1.12295;1.12203;1.12228;1790839989
15.02.2016 03:00:00.000;1.12227;1.12347;1.12189;1.12197;2193440010
15.02.2016 03:10:00.000;1.12194;1.12233;1.12161;1.12233;2452789970
15.02.2016 03:20:00.000;1.12231;1.12243;1.12173;1.12181;1666360008
15.02.2016 03:30:00.000;1.12181;1.12245;1.12179;1.12239;1467430004
15.02.2016 03:40:00.000;1.12238;1.12258;1.1223;1.12243;1104289986
15.02.2016 03:50:00.000;1.12244;1.12252;1.12171;1.12171;1133860001
15.02.2016 04:00:00.000;1.12166;1.12187;1.12154;1.12174;1598489990
15.02.2016 04:10:00.000;1.12174;1.12196;1.12169;1.12174;1167339985
15.02.2016 04:20:00.000;1.12175;1.12209;1.12162;1.12207;1114610016
15.02.2016 04:30:00.000;1.12208;1.1223;1.12177;1.12187;1664099998
15.02.2016 04:40:00.000;1.12186;1.12188;1.12153;1.12155;1157039993
15.02.2016 04:50:00.000;1.12154;1.12162;1.12138;1.12157;1140390015
15.02.2016 05:00:00.000;1.12158;1.12188;1.12152;1.12177;1341299988
15.02.2016 05:10:00.000;1.12176;1.12182;1.12141;1.12145;975790008.5
15.02.2016 05:20:00.000;1.12145;1.12155;1.12126;1.12136;1317269981
15.02.2016 05:30:00.000;1.12137;1.12182;1.12134;1.12179;1674200020
15.02.2016 05:40:00.000;1.1218;1.12223;1.12178;1.1222;2064619980
15.02.2016 05:50:00.000;1.12222;1.12241;1.12214;1.12219;1458439991
15.02.2016 06:00:00.000;1.12219;1.12243;1.12211;1.12215;1844110008
15.02.2016 06:10:00.000;1.12215;1.12225;1.12202;1.12215;1975659996
