1;-12 721,7;203 653
2;49 965,3;203 653
3;115 828;203 653
4;174 172;203 653
5;196 674;203 653
6;202 025;203 653
7;203 602;203 653
8;203 653;203 653
9;203 653;203 653
10;203 653;203 653
11;203 653;203 653
12;203 653;203 653
13;203 653;203 653
14;203 653;203 653
15;203 653;203 653
16;203 653;203 653
17;203 653;203 653
18;203 653;203 653
19;203 653;203 653
20;203 653;203 653
21;203 653;203 653
22;203 653;203 653
23;203 653;203 653
24;203 653;203 653
25;203 653;203 653
26;203 653;203 653
27;203 653;203 653
28;201 606;203 653
29;203 653;203 653
30;203 653;203 653
31;203 653;203 653
32;201 600;203 653
33;203 653;203 653
34;203 653;203 653
35;203 653;203 653
36;203 653;203 653
37;203 653;203 653
38;203 653;203 653
39;203 653;203 653
40;203 653;203 653
41;199 497;203 653
42;199 497;203 653
43;203 653;203 653
44;203 653;203 653
45;203 653;203 653
46;203 653;203 653
47;203 653;203 653
48;203 653;203 653
49;203 653;203 653
50;203 653;203 653
51;203 653;203 653
52;203 653;203 653
53;203 653;203 653
54;203 653;203 653
55;203 653;203 653
56;203 653;203 653
57;203 653;203 653
58;203 653;203 653
59;203 653;203 653
60;203 653;203 653
61;203 653;203 653
62;203 653;203 653
63;203 653;203 653
64;203 653;203 653
65;203 653;203 653
66;203 653;203 653
67;203 653;203 653
68;203 653;203 653
69;203 653;203 653
70;203 653;203 653
71;203 653;203 653
72;203 653;203 653
73;203 653;203 653
74;203 653;203 653
75;203 653;203 653
76;203 653;203 653
77;203 653;203 653
78;203 653;203 653
79;203 653;203 653
80;203 653;203 653
81;203 653;203 653
82;203 653;203 653
83;203 653;203 653
84;203 653;203 653
85;203 653;203 653
86;203 653;203 653
87;203 653;203 653
88;203 653;203 653
89;203 653;203 653
90;203 653;203 653
91;203 653;203 653
92;203 653;203 653
93;203 653;203 653
94;203 653;203 653
95;203 653;203 653
96;203 653;203 653
97;203 653;203 653
98;203 653;203 653
99;203 653;203 653
100;203 653;203 653
1;-6 768,01;203 818
2;46 110,1;203 818
3;102 415;203 818
4;164 786;203 818
5;196 176;203 818
6;203 405;203 818
7;203 818;203 818
8;203 818;203 818
9;203 818;203 818
10;203 818;203 818
11;203 818;203 818
12;203 818;203 818
13;203 818;203 818
14;203 818;203 818
15;203 818;203 818
16;203 818;203 818
17;203 818;203 818
18;203 818;203 818
19;203 818;203 818
20;203 818;203 818
21;203 818;203 818
22;203 818;203 818
23;203 818;203 818
24;203 818;203 818
25;203 818;203 818
26;203 818;203 818
27;203 818;203 818
28;203 818;203 818
29;203 818;203 818
30;203 818;203 818
31;203 818;203 818
32;203 818;203 818
33;203 818;203 818
34;203 818;203 818
35;203 818;203 818
36;203 818;203 818
37;203 818;203 818
38;203 818;203 818
39;203 818;203 818
40;203 818;203 818
41;203 818;203 818
42;203 818;203 818
43;203 818;203 818
44;203 818;203 818
