1;-20 568,3;60
2;-10 068,2;403
3;-14 515,8;403
4;-8 307,09;62
5;-8 893,73;62
6;-4 129,45;62
7;-5 125;452
8;-2 289,33;452
9;-2 920,46;452
10;-4 592,79;452
11;-2 232,77;452
12;-1 194,44;1 152
13;-4 935,15;1 152
14;-3 296,57;1 152
15;-2 360,74;1 152
16;-1 626,45;1 152
17;-7 636,89;1 409
18;-3 730,68;1 952
19;-2 274,41;1 952
20;-700,38;1 952
21;-2 101,51;1 952
22;-4 801,5;1 952
23;-5 929,17;1 952
24;-2 939,01;3 060
25;-2 929,61;3 060
26;-3 137,08;4 568
27;-6 185,5;4 568
28;-3 259,76;3 060
29;-4 190,19;3 060
30;-2 277,36;3 060
31;-3 601,17;3 504
32;-1 303,61;3 060
33;-4 609,63;4 690
34;-5 603,83;4 690
35;-302,55;4 690
36;-2 727,57;4 690
37;-5 701,15;4 690
38;-4 127,46;4 690
39;-1 493,54;4 690
40;-1 502,02;4 690
41;-4 395,4;4 690
42;-3 062,08;4 690
43;-3 992,13;4 690
44;-4 323,27;4 690
45;-3 854,51;4 690
46;-4 590,18;4 690
47;-5 927,95;4 690
48;-2 696,95;4 690
49;-3 673,01;4 690
50;-5 499,31;4 690
1;-34924.7;731
2;-8380.53;3185
3;-7807.54;3185
4;-2068.08;4153
5;-4166.08;4153
6;-5760.35;4153
7;-6282.02;4153
8;-7315.03;4360
9;-8201.24;4360
10;-4417.84;4360
11;-10235.4;4804
12;-10407;4596
13;-7744.65;4596
14;-12340.4;4596
15;-8806.64;4596
16;-10984.8;4804
17;-11302.1;4804
18;-12802.2;4804
19;-8779.59;4804
20;-12149;4804
21;-8215.36;6708
22;-7745.95;6708
23;-8907.64;6677
24;-8763.16;6677
25;-7133.07;6677
26;-6849.03;7539
27;-8504.94;7539
28;-11159.8;7539
29;-8256.27;7539
30;-11809.2;7539
31;-11888.4;7539
32;-16251.4;7539
33;-11470.6;7539
34;-18324.9;7539
35;-21618.5;7539
36;-9782.08;7539
37;-13483.8;7539
38;-13362.4;7539
39;-9900.17;7539
40;-7663.43;7539
41;-8093.85;7539
42;-5391.6;7539
43;-11342.2;7539
44;-13371.1;7539
45;-8981.92;7539
46;-12420.5;7539
47;-11932.4;7539
48;-12755.8;7539
49;-12449.1;7539
50;-13670.3;7539
