1;-92 861,6;1 944
2;-17 505,8;1 944
3;212,48;1 944
4;314,96;1 944
5;469,28;1 944
6;926,64;1 944
7;1 529,52;1 944
8;1 868,64;1 944
9;1 944;1 944
10;1 944;1 944
11;1 944;1 944
12;1 944;1 944
13;1 905,92;1 944
14;1 905,92;1 944
15;1 944;1 944
16;1 944;1 944
17;1 944;1 944
18;1 944;1 944
19;1 944;1 944
20;1 944;1 944
21;1 944;1 944
22;1 944;1 944
23;1 944;1 944
24;1 944;1 944
25;1 944;1 944
26;1 944;1 944
27;1 944;1 944
28;1 944;1 944
29;1 944;1 944
30;1 944;1 944
31;1 944;1 944
32;1 944;1 944
33;1 944;1 944
34;1 944;1 944
35;1 944;1 944
36;1 944;1 944
37;1 944;1 944
38;1 944;1 944
39;1 944;1 944
40;1 944;1 944
41;1 944;1 944
42;1 944;1 944
43;1 944;1 944
44;1 944;1 944
45;1 944;1 944
46;1 944;1 944
47;1 944;1 944
48;1 944;1 944
49;1 944;1 944
50;1 944;1 944
