1;-25 359,2;207 052
2;37 014,7;207 052
3;94 306,3;207 052
4;161 344;207 052
5;195 341;207 052
6;203 547;207 052
7;205 594;207 052
8;206 021;207 052
9;207 052;207 052
10;204 538;207 052
11;207 052;207 052
12;206 214;207 052
13;207 052;207 052
14;207 052;207 052
15;207 052;207 052
16;207 052;207 052
17;207 052;207 052
18;206 991;207 052
19;207 052;207 052
20;207 052;207 052
21;207 052;207 052
22;207 052;207 052
23;207 052;207 052
24;206 483;207 052
25;207 052;207 052
26;206 214;207 052
27;207 052;207 052
28;206 650;207 052
29;207 052;207 052
30;207 052;207 052
31;206 244;207 052
32;207 052;207 052
33;207 052;207 052
34;206 638;207 052
35;207 050;207 052
36;207 052;207 052
37;207 052;207 052
38;207 052;207 052
39;207 052;207 052
40;207 052;207 052
41;206 483;207 052
42;207 052;207 052
43;207 052;207 052
44;207 052;207 052
45;207 052;207 052
46;207 052;207 052
47;206 638;207 052
48;207 052;207 052
49;206 659;207 052
50;207 052;207 052
