1;-58 915,5;14 370
2;-15 597,2;14 370
3;1 015,36;14 370
4;2 274,8;14 370
5;2 955,58;14 370
6;4 803,7;14 370
7;6 342,54;14 370
8;9 152,68;14 370
9;11 912,7;14 370
10;13 424,9;14 370
11;13 802,9;14 370
12;14 370;14 370
13;14 370;14 370
14;14 370;14 370
15;14 370;14 370
16;14 370;14 370
17;14 370;14 370
18;14 370;14 370
19;14 370;14 370
20;14 370;14 370
21;14 370;14 370
22;14 370;14 370
23;14 370;14 370
24;14 370;14 370
25;14 370;14 370
26;14 370;14 370
27;14 370;14 370
28;14 370;14 370
29;14 370;14 370
30;14 370;14 370
31;14 370;14 370
32;14 370;14 370
33;14 370;14 370
34;14 370;14 370
35;14 370;14 370
36;14 370;14 370
37;14 370;14 370
38;14 370;14 370
39;14 370;14 370
40;14 370;14 370
41;14 370;14 370
42;14 370;14 370
43;14 370;14 370
44;14 370;14 370
45;14 370;14 370
46;14 370;14 370
47;14 370;14 370
48;14 370;14 370
49;14 370;14 370
50;14 370;14 370
