1;-24 480;809
2;-25 447,5;578
3;-19 333,7;2 902
4;-17 729,5;528
5;-27 130,6;60
6;-26 584,2;60
7;-23 021,7;2 902
8;-30 336,5;60
9;-23 527,7;60
10;-15 829;60
11;-25 171,2;552
12;-24 207,7;67
13;-25 096,9;403
14;-31 827,5;528
15;-23 712,6;528
16;-25 859,3;450
17;-27 475,7;528
18;-29 126,8;403
19;-24 033,4;2 902
20;-24 498,5;60
21;-30 172,3;731
22;-36 605,6;2 059
23;-16 215,6;416
24;-27 744,6;528
25;-36 293,2;60
26;-21 223,7;92
27;-20 598;60
28;-23 650,9;2 059
29;-20 162,3;731
30;-24 370,9;528
31;-21 296,3;64
32;-21 186,7;2 902
33;-27 442,6;686
34;-28 851,1;310
35;-17 292,3;528
36;-21 170,5;731
37;-17 038,8;2 059
38;-27 339,4;391
39;-21 037,1;1 189
40;-25 625,2;607
41;-30 593,8;60
42;-22 451,3;391
43;-21 698;731
44;-21 793,6;552
45;-29 318,7;2 059
46;-20 094,2;731
47;-19 909,6;528
48;-21 262;667
49;-23 098,2;528
50;-18 997,4;60
