0;-2935.18;762;8.33;3.695
1;-773.675;762;9.4;3.96
2;-752.165;762;13.41;4.64
3;-666.89;762;18.58;5.535
4;-699.9;762;17.87;5.365
5;-677.77;762;16.89;5.255
6;-667.46;2134;17.27;5.36
7;-482.555;2134;16.78;5.24
8;-498.925;2134;16.22;5.265
9;-289.36;2134;16.44;5.3
10;-199.435;2134;15.22;5.06
11;-347.485;2134;14.68;4.995
12;-30.125;2134;15.32;5.065
13;62.57;2134;14.58;4.98
14;-101.505;2134;14.09;4.895
15;-299.51;2134;13.51;4.835
16;222.585;2134;11.52;4.54
17;563.755;2134;11.31;4.59
18;19.6;2134;10.06;4.4
19;593.46;2134;9.45;4.275
20;-66.145;2134;9.04;4.115
21;232.285;2134;9.05;4.15
22;320.89;2134;8.52;4.07
23;237.47;2134;8.01;4
24;289.555;2134;7.83;3.865
25;406.92;2134;7.55;3.74
26;287.775;2134;6.83;3.49
27;258.375;2134;6.54;3.415
28;259.785;2134;6.71;3.475
29;790.615;2134;6.63;3.51
30;157.25;2134;6.33;3.37
31;531.66;2134;6.25;3.375
32;586.245;2134;6.02;3.26
33;491.905;2134;5.74;3.155
34;287.255;2134;5.64;3.14
35;489.36;2134;5.98;3.265
36;156.885;2134;5.8;3.17
37;730.305;2134;5.02;2.88
38;473.61;2134;5.04;2.855
39;449.565;2134;5.19;2.905
40;929.235;2134;4.95;2.82
41;747.535;2134;4.63;2.74
42;769.135;2134;4.77;2.72
43;561.385;2134;4.9;2.825
44;557.935;2134;4.45;2.66
45;936.94;2134;4.46;2.67
46;803.82;2134;4.33;2.59
47;819.56;2134;4.48;2.66
48;1056.89;2134;4.39;2.585
49;1195.61;2134;4.78;2.74
50;912.17;2134;4.53;2.65
51;780.11;2134;4.5;2.695
52;642.205;2134;4.56;2.675
53;600.58;2134;4.59;2.72
54;746.455;2134;4.22;2.545
55;735.515;2134;4.31;2.56
56;769.48;2134;4.62;2.71
57;798.295;2134;4.3;2.59
58;1073.01;2134;4.45;2.645
59;860.045;2134;4.27;2.565
60;852.245;2134;3.93;2.435
61;1099.16;2134;4.17;2.53
62;777.11;2245;3.7;2.325
63;644.75;2245;4.46;2.655
64;11.415;2245;7.65;3.795
65;-313.975;2245;10.29;4.815
66;-341.27;2245;10.03;4.79
67;-479.975;2245;10.28;4.84
68;-78.085;2245;9.99;4.835
69;-382.945;2245;9.43;4.765
70;-172.415;2245;10.11;4.89
71;-189.555;2304;9.32;4.765
72;-212.01;2304;9.32;4.76
73;-63.455;2304;9.37;4.82
74;-208.32;2304;8.84;4.61
75;-13.81;2304;8.83;4.675
76;-122.675;2304;9.28;4.775
77;149.12;2304;9.47;4.735
78;16.19;2304;9.83;4.82
79;85.025;2304;9.55;4.845
80;-287.7;2304;9.25;4.685
81;-125.17;2304;9.47;4.795
82;-10.585;2529;9.65;4.795
83;-39.21;2529;9.72;4.72
84;-405.445;2529;12.35;5.06
85;-694.08;2529;13.9;5.015
86;-403.335;2529;14.79;5.18
87;-692.84;2529;15.24;5.175
88;-934.88;2529;14.57;5.08
89;-885.525;2529;15.09;5.08
90;-1062.73;2529;15.38;5.12
91;-884.245;2529;15.09;5.025
92;-998.13;2529;14.82;4.99
93;-1022.91;2529;15.22;5.01
94;-1088.05;2529;15.84;5.065
95;-1011.57;2529;16.22;5.18
96;-534.64;2529;15.75;5.08
97;-722.425;2529;15.47;5.16
98;-522.955;2529;16.37;5.25
99;-753.97;2529;15.07;5.1
100;-382.085;2529;15.16;5.12
