1;1.12396;1.12416;1.12318;1.1232;2840359970
2;1.1232;1.12326;1.12237;1.12261;1682549957
3;1.12261;1.12279;1.12254;1.12255;910419998.2
4;1.12254;1.12272;1.12209;1.1221;1015059986
5;1.1221;1.12226;1.12156;1.12188;864509998.3
6;1.12189;1.12244;1.12188;1.12232;682830003.7
7;1.12232;1.12264;1.12176;1.12245;1516069977
8;1.12246;1.12302;1.12231;1.12294;1504970009
9;1.12294;1.12342;1.12291;1.12312;2024959984
10;1.12313;1.12321;1.12256;1.12256;1342090012
11;1.12257;1.12297;1.12235;1.12287;1542849976
12;1.12287;1.12347;1.12281;1.12337;2101979996
13;1.12336;1.12387;1.1231;1.12363;2023470001
14;1.12362;1.12369;1.12314;1.12328;1725690033
15;1.12328;1.12385;1.12295;1.1236;1984120010
16;1.1236;1.12389;1.1225;1.12267;2188780045
17;1.12269;1.12301;1.12252;1.12286;2055790009
18;1.12287;1.12295;1.12203;1.12228;1790839989
19;1.12227;1.12347;1.12189;1.12197;2193440010
20;1.12194;1.12233;1.12161;1.12233;2452789970
21;1.12231;1.12243;1.12173;1.12181;1666360008
22;1.12181;1.12245;1.12179;1.12239;1467430004
23;1.12238;1.12258;1.1223;1.12243;1104289986
24;1.12244;1.12252;1.12171;1.12171;1133860001
25;1.12166;1.12187;1.12154;1.12174;1598489990
26;1.12174;1.12196;1.12169;1.12174;1167339985
27;1.12175;1.12209;1.12162;1.12207;1114610016
28;1.12208;1.1223;1.12177;1.12187;1664099998
29;1.12186;1.12188;1.12153;1.12155;1157039993
30;1.12154;1.12162;1.12138;1.12157;1140390015
31;1.12158;1.12188;1.12152;1.12177;1341299988
32;1.12176;1.12182;1.12141;1.12145;975790008.5
33;1.12145;1.12155;1.12126;1.12136;1317269981
34;1.12137;1.12182;1.12134;1.12179;1674200020
35;1.1218;1.12223;1.12178;1.1222;2064619980
36;1.12222;1.12241;1.12214;1.12219;1458439991
37;1.12219;1.12243;1.12211;1.12215;1844110008
38;1.12215;1.12225;1.12202;1.12215;1975659996
39;1.12215;1.1223;1.12185;1.12187;1641930016
40;1.12187;1.12208;1.1214;1.12155;1289630009
41;1.12157;1.12196;1.12157;1.12196;1600670013
42;1.12197;1.1225;1.12191;1.12245;1989150002
43;1.12247;1.12247;1.12139;1.12214;1767719994
44;1.12213;1.12273;1.12208;1.1227;1903560013
45;1.12271;1.12296;1.12223;1.12255;1686150017
46;1.12254;1.12269;1.12217;1.12242;1405190018
47;1.12241;1.12254;1.12223;1.12229;1412620026
48;1.12229;1.12281;1.12221;1.1224;1403540001
49;1.1224;1.12246;1.12061;1.12081;3116630005
50;1.1208;1.1215;1.12074;1.12132;2359949982
51;1.1213;1.12137;1.12055;1.12082;2236540024
52;1.12081;1.1209;1.12033;1.1208;2010480003
53;1.1208;1.12105;1.12034;1.12103;1942799965
54;1.12103;1.12149;1.1208;1.12099;2299399994
55;1.121;1.12172;1.12081;1.12102;2997579971
56;1.12103;1.12103;1.12008;1.1203;2406119980
57;1.1203;1.12051;1.1197;1.1197;2710280014
58;1.1197;1.12019;1.11925;1.11964;3212100006
59;1.11962;1.11974;1.1188;1.11883;2763449936
60;1.11883;1.11947;1.11883;1.11935;2634160004
61;1.11935;1.11992;1.11917;1.11991;2190000008
62;1.11992;1.11997;1.11914;1.11929;2491919983
63;1.1193;1.11957;1.1191;1.11947;2400710022
64;1.11946;1.12078;1.1194;1.12057;2675529984
65;1.12057;1.12074;1.12036;1.12068;2343399979
66;1.12069;1.1207;1.12035;1.12066;2030670013
67;1.12064;1.1209;1.12017;1.12021;2508400009
68;1.12021;1.12021;1.11957;1.1201;2266630020
69;1.12007;1.12032;1.11993;1.11996;1678599998
70;1.11997;1.12043;1.1199;1.12031;1872800011
71;1.12032;1.12047;1.11993;1.12032;1936869980
72;1.12032;1.12032;1.11961;1.11989;2009269989
73;1.11989;1.12011;1.11968;1.11979;1863119995
