1;4.23
2;4.46
3;4.95
4;5.395
5;5.72
6;5.92
7;5.96
8;6.04
9;5.965
10;5.99
11;5.975
12;5.95
13;5.985
14;6.065
15;6.15
16;6.205
17;6.245
18;6.195
19;6.23
20;6.205
21;6.285
22;6.225
23;6.295
24;6.225
25;6.21
26;6.185
27;6.2
28;6.225
29;6.26
30;6.28
31;6.235
32;6.245
33;6.23
34;6.165
35;6.23
36;6.245
37;6.235
38;6.25
39;6.23
40;6.22
41;6.2
42;6.22
43;6.23
44;6.205
45;6.26
46;6.23
47;6.165
48;6.17
49;6.175
50;6.195
51;6.2
52;6.22
53;6.19
54;6.19
55;6.19
56;6.15
57;6.18
58;6.235
59;6.175
60;6.28
61;6.175
62;6.105
63;6.15
64;6.195
65;6.205
66;6.205
67;6.23
68;6.19
69;6.19
70;6.19
71;6.215
72;6.19
73;6.23
74;6.215
75;6.215
76;6.205
77;6.15
78;6.225
79;6.24
80;6.125
81;6.215
82;6.135
83;6.155
84;6.22
85;6.145
86;6.125
87;6.12
88;6.165
89;6.14
90;6.19
91;6.16
92;6.15
93;6.15
94;6.205
95;6.155
96;6.19
97;6.26
98;6.17
99;6.155
100;6.125
